Product ID,Product Name,Supplier,Warehouse Location,Demand Forecast,Inventory Level,Lead Time (Days),Transportation Cost ($),Order Quantity,Delivery Time (Days)
P2264,Product_2264,Supplier B,New York,3978,4171,15,186.15,674,8
P2265,Product_2265,Supplier A,Houston,1873,1924,25,217.69,601,9
P2266,Product_2266,Supplier D,New York,9317,4771,5,379.12,540,4
P2267,Product_2267,Supplier B,New York,8598,3919,7,392.46,736,12
P2268,Product_2268,Supplier C,Miami,9225,3600,23,284.31,647,7
P2269,Product_2269,Supplier A,New York,1163,3209,4,432.25,257,7
P2270,Product_2270,Supplier D,Houston,4081,4195,9,394.42,209,1
P2271,Product_2271,Supplier D,Houston,4956,4091,29,424.8,367,6
P2272,Product_2272,Supplier D,Houston,9390,4714,19,205.4,954,7
P2273,Product_2273,Supplier A,Miami,5437,1381,5,324.92,733,6
P2274,Product_2274,Supplier C,Los Angeles,8219,3014,23,95.96,550,11
P2275,Product_2275,Supplier C,Houston,5804,4255,6,241.73,76,11
P2276,Product_2276,Supplier A,Miami,8574,4432,12,481.73,766,6
P2277,Product_2277,Supplier B,Houston,3247,677,9,129.3,828,1
P2278,Product_2278,Supplier A,Chicago,728,2101,15,79.39,866,7
P2279,Product_2279,Supplier B,Miami,8040,688,8,337.61,381,14
P2280,Product_2280,Supplier D,New York,5713,3551,16,370.32,94,10
P2281,Product_2281,Supplier A,Miami,342,3204,25,445.52,945,4
P2282,Product_2282,Supplier B,Miami,6036,2123,16,63.13,353,5
P2283,Product_2283,Supplier D,New York,2823,3294,14,267.81,577,15
P2284,Product_2284,Supplier C,Houston,6439,561,7,133.88,137,15
P2285,Product_2285,Supplier D,Houston,694,4628,3,111.37,787,4
P2286,Product_2286,Supplier B,Miami,2578,3512,4,105.98,475,3
P2287,Product_2287,Supplier C,Miami,563,169,22,236.63,83,6
P2288,Product_2288,Supplier C,New York,6769,4985,27,63.14,676,14
P2289,Product_2289,Supplier B,Los Angeles,8510,923,30,323.11,610,14
P2290,Product_2290,Supplier D,Chicago,5366,3224,9,255.87,125,7
P2291,Product_2291,Supplier D,Los Angeles,358,1457,13,150.75,416,7
P2292,Product_2292,Supplier A,New York,1636,4610,24,226.62,161,3
P2293,Product_2293,Supplier B,New York,4654,3950,20,51.43,768,10
P2294,Product_2294,Supplier C,Los Angeles,8439,4567,6,131.98,193,4
P2295,Product_2295,Supplier D,Los Angeles,1833,702,27,103.52,567,11
P2296,Product_2296,Supplier B,Miami,6844,3755,13,331.97,340,4
P2297,Product_2297,Supplier A,Los Angeles,3259,3872,15,324.79,527,13
P2298,Product_2298,Supplier D,Los Angeles,4515,2433,26,286.64,964,7
P2299,Product_2299,Supplier C,New York,5736,4449,7,412.95,217,2
P2300,Product_2300,Supplier B,New York,9040,2612,19,305.51,502,14
P2301,Product_2301,Supplier A,New York,1166,3911,11,237.58,242,6
P2302,Product_2302,Supplier B,New York,2787,2389,7,110.75,992,11
P2303,Product_2303,Supplier A,Los Angeles,977,4729,13,407.39,999,8
P2304,Product_2304,Supplier B,Houston,5193,1161,27,312.5,369,9
P2305,Product_2305,Supplier D,New York,8894,4452,10,343.28,182,2
P2306,Product_2306,Supplier B,Houston,1342,3868,25,183.02,445,3
P2307,Product_2307,Supplier D,Los Angeles,3518,3524,27,225.55,774,3
P2308,Product_2308,Supplier B,Miami,1663,2387,5,233.14,986,2
P2309,Product_2309,Supplier D,New York,4955,40,9,220.41,170,10
P2310,Product_2310,Supplier A,Houston,7720,2084,9,94.19,692,5
P2311,Product_2311,Supplier A,Miami,9118,4438,22,299.88,891,3
P2312,Product_2312,Supplier D,Miami,1612,1335,15,88.81,568,10
P2313,Product_2313,Supplier C,Houston,456,3911,4,159.66,544,14
P2314,Product_2314,Supplier C,Los Angeles,5455,506,26,437.77,908,15
P2315,Product_2315,Supplier C,Miami,9803,1895,9,171.17,607,2
P2316,Product_2316,Supplier D,Chicago,8479,2219,6,305.73,761,10
P2317,Product_2317,Supplier C,Houston,4578,4580,4,360.89,658,1
P2318,Product_2318,Supplier A,Houston,3763,3728,26,203.37,683,9
P2319,Product_2319,Supplier D,Chicago,6570,3914,28,459.67,723,5
P2320,Product_2320,Supplier A,Miami,4545,3202,21,104.99,862,9
P2321,Product_2321,Supplier D,Houston,7393,1717,15,312.15,757,15
P2322,Product_2322,Supplier A,Miami,2566,854,3,183.64,111,12
P2323,Product_2323,Supplier C,New York,4124,1931,8,341.61,105,14
P2324,Product_2324,Supplier A,Miami,7453,2069,11,76.87,358,15
P2325,Product_2325,Supplier C,Houston,1480,4689,2,203.04,465,9
P2326,Product_2326,Supplier C,Miami,4704,2085,8,441.66,107,4
P2327,Product_2327,Supplier A,Los Angeles,1493,4872,18,363.22,598,2
P2328,Product_2328,Supplier C,Chicago,4485,3173,14,455.18,207,10
P2329,Product_2329,Supplier D,Chicago,5975,3469,5,313.94,689,13
P2330,Product_2330,Supplier D,Los Angeles,8327,3625,13,130.62,55,10
P2331,Product_2331,Supplier A,Miami,3045,2642,4,51.99,379,12
P2332,Product_2332,Supplier D,Los Angeles,293,382,6,74.45,429,5
P2333,Product_2333,Supplier A,Los Angeles,8067,3474,12,240.54,142,14
P2334,Product_2334,Supplier A,Miami,9940,3811,20,388.61,810,5
P2335,Product_2335,Supplier B,Chicago,1709,2703,24,276.58,624,2
P2336,Product_2336,Supplier D,Miami,8235,2828,15,287.37,167,14
P2337,Product_2337,Supplier D,Chicago,7070,3169,15,441.69,248,14
P2338,Product_2338,Supplier C,Chicago,7411,4059,28,432.08,180,3
P2339,Product_2339,Supplier B,Los Angeles,890,4738,26,369.62,697,6
P2340,Product_2340,Supplier D,Los Angeles,1703,6,2,498.78,396,1
P2341,Product_2341,Supplier D,Miami,3368,4075,26,378.21,769,14
P2342,Product_2342,Supplier C,Miami,5427,2330,30,493.57,472,13
P2343,Product_2343,Supplier C,Miami,1593,2608,19,176.11,98,14
P2344,Product_2344,Supplier D,Los Angeles,1762,3611,12,133.18,459,9
P2345,Product_2345,Supplier C,New York,8303,1091,28,475.83,325,1
P2346,Product_2346,Supplier A,Chicago,2373,3953,21,126.42,409,1
P2347,Product_2347,Supplier D,Los Angeles,2242,2202,29,398.99,295,12
P2348,Product_2348,Supplier C,New York,8892,242,6,414.7,259,14
P2349,Product_2349,Supplier D,Miami,9188,4351,6,100.7,162,14
P2350,Product_2350,Supplier D,Los Angeles,2066,2474,11,163.07,926,7
P2351,Product_2351,Supplier A,Los Angeles,2168,2862,16,216.79,398,1
P2352,Product_2352,Supplier A,Chicago,4135,1589,18,125.51,449,9
P2353,Product_2353,Supplier B,Houston,3015,1334,15,157.21,199,13
P2354,Product_2354,Supplier A,New York,4003,4107,21,472.85,564,15
P2355,Product_2355,Supplier A,New York,5159,741,22,444.96,626,1
P2356,Product_2356,Supplier A,Houston,9258,4449,28,356.0,876,12
P2357,Product_2357,Supplier B,New York,774,1791,4,381.75,66,7
P2358,Product_2358,Supplier C,Los Angeles,3293,4078,20,445.05,477,7
P2359,Product_2359,Supplier A,New York,5296,2562,30,328.61,207,1
P2360,Product_2360,Supplier C,Miami,4514,1093,23,218.38,554,5
P2361,Product_2361,Supplier B,Miami,9859,2399,21,234.14,520,5
P2362,Product_2362,Supplier C,Los Angeles,3905,2813,26,179.27,456,12
P2363,Product_2363,Supplier D,Chicago,2669,166,13,243.5,115,1
P2364,Product_2364,Supplier C,Houston,7977,3076,10,332.8,416,15
P2365,Product_2365,Supplier B,New York,1483,1037,2,332.4,775,7
P2366,Product_2366,Supplier B,Los Angeles,2637,4541,3,99.9,733,5
P2367,Product_2367,Supplier C,Los Angeles,6649,2596,30,497.59,889,9
P2368,Product_2368,Supplier A,New York,9423,502,14,487.81,935,7
P2369,Product_2369,Supplier B,New York,8493,3905,28,300.11,672,2
P2370,Product_2370,Supplier A,Houston,726,89,26,207.34,949,9
P2371,Product_2371,Supplier B,Chicago,9242,3735,30,290.19,997,10
P2372,Product_2372,Supplier D,Chicago,7700,2332,16,249.06,250,3
P2373,Product_2373,Supplier A,Houston,386,688,11,379.84,619,9
P2374,Product_2374,Supplier C,Chicago,5624,2454,18,398.1,466,14
P2375,Product_2375,Supplier D,Chicago,8297,4330,2,174.61,483,9
P2376,Product_2376,Supplier A,New York,5567,4607,25,117.74,613,14
P2377,Product_2377,Supplier D,New York,3089,462,22,200.85,272,4
P2378,Product_2378,Supplier C,Los Angeles,1644,4728,9,136.67,662,9
P2379,Product_2379,Supplier B,Miami,144,1576,7,67.94,924,12
P2380,Product_2380,Supplier B,New York,1828,1431,12,218.04,782,4
P2381,Product_2381,Supplier C,Miami,7076,2344,24,303.88,164,8
P2382,Product_2382,Supplier A,Houston,970,1610,16,165.02,388,3
P2383,Product_2383,Supplier C,Chicago,3253,4155,17,351.37,689,4
P2384,Product_2384,Supplier D,New York,3401,1784,30,342.6,395,15
P2385,Product_2385,Supplier A,Chicago,1409,147,30,169.3,208,9
P2386,Product_2386,Supplier A,Chicago,2823,3683,13,443.72,643,1
P2387,Product_2387,Supplier A,Los Angeles,2410,4550,24,358.62,744,15
P2388,Product_2388,Supplier B,Los Angeles,7335,810,11,187.74,322,9
P2389,Product_2389,Supplier A,Chicago,4649,1107,2,347.35,939,7
P2390,Product_2390,Supplier A,Houston,7271,3123,14,266.01,603,10
P2391,Product_2391,Supplier A,Los Angeles,9249,3909,20,291.62,683,3
P2392,Product_2392,Supplier B,Chicago,1356,3310,25,169.77,74,13
P2393,Product_2393,Supplier B,Miami,6605,1541,7,243.2,325,3
P2394,Product_2394,Supplier A,Miami,5507,2385,5,150.02,175,15
P2395,Product_2395,Supplier A,Miami,6202,4661,3,222.11,983,15
P2396,Product_2396,Supplier C,Houston,1919,2165,6,230.3,773,8
P2397,Product_2397,Supplier D,New York,6666,541,17,436.57,180,2
P2398,Product_2398,Supplier C,Chicago,9528,4135,7,148.51,776,6
P2399,Product_2399,Supplier A,Chicago,9917,3366,7,412.91,476,15
P2400,Product_2400,Supplier B,Miami,6365,8,10,434.79,656,8
P2401,Product_2401,Supplier B,New York,1640,2211,18,471.1,380,11
P2402,Product_2402,Supplier C,Chicago,8939,2866,27,362.48,412,3
P2403,Product_2403,Supplier B,Los Angeles,2510,2542,25,260.84,169,4
P2404,Product_2404,Supplier D,New York,4941,1273,11,166.56,150,4
P2405,Product_2405,Supplier B,Chicago,7632,869,20,215.78,151,9
P2406,Product_2406,Supplier C,Miami,7609,4962,26,119.61,541,6
P2407,Product_2407,Supplier A,Chicago,7037,3743,30,190.24,841,9
P2408,Product_2408,Supplier A,Chicago,4264,1872,29,161.12,794,2
P2409,Product_2409,Supplier C,Houston,6687,907,6,50.64,154,14
P2410,Product_2410,Supplier A,Chicago,9999,4572,25,162.45,582,3
P2411,Product_2411,Supplier B,Los Angeles,5038,2338,15,118.02,677,12
P2412,Product_2412,Supplier A,Houston,7880,4903,26,269.88,598,15
P2413,Product_2413,Supplier C,Houston,5871,796,14,206.38,412,13
P2414,Product_2414,Supplier A,Miami,7597,710,5,496.33,382,1
P2415,Product_2415,Supplier C,Miami,1450,1228,10,208.51,706,7
P2416,Product_2416,Supplier A,New York,6835,2270,5,272.61,673,11
P2417,Product_2417,Supplier D,Los Angeles,2336,4711,5,420.45,279,15
P2418,Product_2418,Supplier B,Los Angeles,6679,1786,24,50.87,523,3
P2419,Product_2419,Supplier C,New York,4106,1212,18,109.33,455,8
P2420,Product_2420,Supplier A,Houston,8033,1235,29,159.26,282,4
P2421,Product_2421,Supplier C,New York,8654,4442,9,325.8,819,2
P2422,Product_2422,Supplier D,Los Angeles,7353,277,9,153.66,717,6
P2423,Product_2423,Supplier C,Los Angeles,9990,1787,19,387.12,868,14
P2424,Product_2424,Supplier C,Miami,4718,1630,12,269.55,909,7
P2425,Product_2425,Supplier B,New York,996,4501,17,190.51,516,9
P2426,Product_2426,Supplier B,New York,6724,4304,7,226.14,760,13
P2427,Product_2427,Supplier B,New York,3385,2150,23,423.01,898,1
P2428,Product_2428,Supplier B,Los Angeles,8928,2528,26,346.04,968,6
P2429,Product_2429,Supplier A,Miami,945,4826,26,147.37,50,10
P2430,Product_2430,Supplier D,Houston,369,2265,16,183.3,879,11
P2431,Product_2431,Supplier B,Los Angeles,7079,2834,18,188.16,387,14
P2432,Product_2432,Supplier A,Chicago,2207,1933,9,489.2,173,1
P2433,Product_2433,Supplier D,Miami,8008,3613,29,393.13,718,8
P2434,Product_2434,Supplier B,Miami,4058,2077,17,470.97,791,14
P2435,Product_2435,Supplier C,New York,403,2728,16,424.93,325,2
P2436,Product_2436,Supplier D,Miami,9028,2269,24,233.05,176,11
P2437,Product_2437,Supplier C,Miami,742,3201,29,428.05,769,14
P2438,Product_2438,Supplier B,Chicago,8072,2957,5,423.73,69,14
P2439,Product_2439,Supplier A,Miami,5609,2328,7,311.91,967,13
P2440,Product_2440,Supplier B,Chicago,3113,2599,14,119.38,555,13
P2441,Product_2441,Supplier D,Miami,267,4307,10,367.1,95,13
P2442,Product_2442,Supplier A,Chicago,2202,1925,30,131.79,955,9
P2443,Product_2443,Supplier B,Houston,1019,3583,17,456.62,841,13
P2444,Product_2444,Supplier A,Chicago,659,2528,6,208.21,451,14
P2445,Product_2445,Supplier B,Chicago,4538,3394,20,478.28,590,7
P2446,Product_2446,Supplier B,Houston,1594,1336,29,85.74,759,2
P2447,Product_2447,Supplier B,Chicago,6868,1483,9,115.34,610,10
P2448,Product_2448,Supplier B,Chicago,2509,2969,12,216.96,599,2
P2449,Product_2449,Supplier A,Miami,2554,88,27,188.4,636,7
P2450,Product_2450,Supplier C,Miami,9376,3902,13,324.71,953,4
P2451,Product_2451,Supplier B,Houston,9379,4969,15,264.26,307,13
P2452,Product_2452,Supplier C,Houston,8524,904,10,390.8,806,4
P2453,Product_2453,Supplier B,Houston,745,4299,27,274.42,204,14
P2454,Product_2454,Supplier B,Chicago,6173,1227,28,383.52,192,3
P2455,Product_2455,Supplier B,Houston,9363,3388,9,72.58,403,1
P2456,Product_2456,Supplier B,Chicago,3481,1526,15,385.09,452,15
P2457,Product_2457,Supplier B,New York,8686,3173,25,225.44,885,15
P2458,Product_2458,Supplier C,Los Angeles,393,3664,12,102.42,874,8
P2459,Product_2459,Supplier A,Miami,4635,2884,2,111.65,606,6
P2460,Product_2460,Supplier C,New York,4839,4021,23,380.14,115,13
P2461,Product_2461,Supplier A,Houston,6070,4687,13,79.74,295,12
P2462,Product_2462,Supplier D,Chicago,6583,1356,2,122.8,424,14
P2463,Product_2463,Supplier D,Miami,9219,2856,2,217.39,995,15
P2464,Product_2464,Supplier C,Houston,1442,1208,3,301.78,257,10
P2465,Product_2465,Supplier C,Los Angeles,5253,1120,21,227.21,889,11
P2466,Product_2466,Supplier B,Los Angeles,3693,4291,27,282.95,155,10
P2467,Product_2467,Supplier D,Los Angeles,2188,3602,24,236.78,653,11
P2468,Product_2468,Supplier D,Los Angeles,6777,2090,18,450.92,117,4
P2469,Product_2469,Supplier B,New York,2879,2455,13,323.32,723,12
P2470,Product_2470,Supplier A,Miami,2376,1097,8,351.76,118,1
P2471,Product_2471,Supplier B,New York,7754,606,6,71.46,89,12
P2472,Product_2472,Supplier C,New York,1062,1969,10,109.91,389,10
P2473,Product_2473,Supplier C,Houston,6114,1821,7,83.75,203,13
P2474,Product_2474,Supplier A,Los Angeles,3579,1298,29,379.13,664,6
P2475,Product_2475,Supplier A,Miami,1372,3749,19,331.56,180,12
P2476,Product_2476,Supplier A,Houston,6877,4111,11,147.1,626,8
P2477,Product_2477,Supplier C,Los Angeles,9956,1304,7,159.47,885,4
P2478,Product_2478,Supplier C,New York,2577,418,25,225.63,143,6
P2479,Product_2479,Supplier B,Los Angeles,5565,541,20,478.96,491,3
P2480,Product_2480,Supplier C,New York,2684,1563,13,97.59,761,13
P2481,Product_2481,Supplier C,Los Angeles,1461,1644,13,97.36,409,4
P2482,Product_2482,Supplier C,New York,3029,1952,4,218.72,524,4
P2483,Product_2483,Supplier B,Chicago,384,626,28,283.54,542,12
P2484,Product_2484,Supplier D,New York,1122,4806,18,130.12,147,9
P2485,Product_2485,Supplier C,Chicago,5949,2941,16,138.72,481,13
P2486,Product_2486,Supplier D,Houston,5262,2316,17,131.51,475,5
P2487,Product_2487,Supplier C,Miami,4703,2257,23,167.59,516,14
P2488,Product_2488,Supplier C,Chicago,1443,2787,2,251.42,138,14
P2489,Product_2489,Supplier C,Houston,7255,4378,10,136.64,952,12
P2490,Product_2490,Supplier D,Los Angeles,8336,4737,26,490.46,491,15
P2491,Product_2491,Supplier D,Houston,5834,4949,6,398.15,518,15
P2492,Product_2492,Supplier D,Los Angeles,2144,1986,7,311.68,380,7
P2493,Product_2493,Supplier B,Houston,4414,2572,25,107.56,578,6
P2494,Product_2494,Supplier D,Houston,1547,3973,14,53.41,827,4
P2495,Product_2495,Supplier A,Houston,6895,1407,29,254.95,868,2
P2496,Product_2496,Supplier A,Los Angeles,5988,3130,17,312.99,759,14
P2497,Product_2497,Supplier B,New York,4705,795,17,400.83,82,14
P2498,Product_2498,Supplier C,New York,7564,1586,23,303.48,289,8
P2499,Product_2499,Supplier D,New York,9660,341,6,112.2,197,15
P2500,Product_2500,Supplier C,Houston,9637,2647,13,450.46,963,3
P2501,Product_2501,Supplier A,Miami,1106,902,3,91.69,381,4
P2502,Product_2502,Supplier B,Los Angeles,1383,4974,24,246.63,489,12
P2503,Product_2503,Supplier D,Los Angeles,2932,835,22,460.43,789,15
P2504,Product_2504,Supplier C,Houston,6638,213,15,380.37,987,5
P2505,Product_2505,Supplier D,Chicago,4380,4065,10,126.57,197,13
P2506,Product_2506,Supplier D,Chicago,130,420,3,261.43,779,14
P2507,Product_2507,Supplier D,Chicago,8717,3439,2,303.85,822,8
P2508,Product_2508,Supplier A,New York,6318,1204,20,263.6,878,10
P2509,Product_2509,Supplier B,Miami,2693,4940,4,311.99,664,2
P2510,Product_2510,Supplier C,Houston,705,1974,17,202.58,933,2
P2511,Product_2511,Supplier A,Miami,1165,2758,12,473.15,304,10
P2512,Product_2512,Supplier A,Houston,3320,3328,30,334.97,257,14
P2513,Product_2513,Supplier C,New York,6672,4932,28,158.72,558,3
P2514,Product_2514,Supplier C,Chicago,3988,548,18,322.26,379,13
P2515,Product_2515,Supplier A,Miami,118,2547,25,141.64,258,3
P2516,Product_2516,Supplier D,Houston,1875,1235,29,121.46,842,11
P2517,Product_2517,Supplier C,Houston,7922,3039,20,304.01,163,5
P2518,Product_2518,Supplier D,Los Angeles,595,1101,6,445.95,574,5
P2519,Product_2519,Supplier C,Chicago,7866,4882,8,399.19,806,10
P2520,Product_2520,Supplier C,Houston,8192,1171,27,231.81,145,13
P2521,Product_2521,Supplier A,Miami,593,989,2,311.69,379,15
P2522,Product_2522,Supplier A,Houston,5679,3139,15,90.1,183,15
P2523,Product_2523,Supplier D,Los Angeles,2853,618,30,162.58,92,10
P2524,Product_2524,Supplier C,New York,5168,1034,25,99.21,93,13
P2525,Product_2525,Supplier D,New York,7961,184,13,282.4,201,1
P2526,Product_2526,Supplier A,Chicago,9502,2725,6,217.22,122,5
P2527,Product_2527,Supplier A,Los Angeles,7812,4416,6,330.39,795,8
P2528,Product_2528,Supplier A,Houston,2061,3312,13,495.2,790,10
P2529,Product_2529,Supplier A,Miami,2955,2310,24,425.54,835,2
P2530,Product_2530,Supplier D,Chicago,8833,3238,30,233.45,959,6
P2531,Product_2531,Supplier B,Los Angeles,8031,32,3,145.74,881,8
P2532,Product_2532,Supplier B,Miami,5054,2137,2,336.83,693,3
P2533,Product_2533,Supplier B,Miami,2236,1380,19,439.59,723,10
P2534,Product_2534,Supplier B,Houston,8039,3749,29,269.05,709,6
P2535,Product_2535,Supplier D,Los Angeles,9080,788,7,214.85,870,14
P2536,Product_2536,Supplier A,Chicago,1023,227,7,248.45,718,2
P2537,Product_2537,Supplier A,Houston,462,4838,5,332.85,788,14
P2538,Product_2538,Supplier D,Houston,4289,3408,29,120.8,214,7
P2539,Product_2539,Supplier B,Miami,8770,1969,17,319.06,792,4
P2540,Product_2540,Supplier B,Miami,6833,1556,8,239.55,863,13
P2541,Product_2541,Supplier A,Miami,2404,213,11,295.62,402,10
P2542,Product_2542,Supplier B,Miami,5637,1250,7,422.72,732,10
P2543,Product_2543,Supplier D,Miami,8483,1832,21,461.33,455,8
P2544,Product_2544,Supplier A,Chicago,1757,347,18,116.9,77,11
P2545,Product_2545,Supplier B,Houston,5757,4852,5,416.51,409,15
P2546,Product_2546,Supplier D,Chicago,4647,3045,14,403.31,446,2
P2547,Product_2547,Supplier B,Miami,8106,1910,5,209.69,484,11
P2548,Product_2548,Supplier D,Chicago,6236,3362,28,69.99,420,14
P2549,Product_2549,Supplier A,Los Angeles,4123,4822,13,144.96,484,5
P2550,Product_2550,Supplier D,Los Angeles,9230,4361,11,383.41,409,14
P2551,Product_2551,Supplier D,Chicago,5154,1106,17,485.19,872,5
P2552,Product_2552,Supplier C,New York,7405,3032,3,275.78,739,2
P2553,Product_2553,Supplier B,Chicago,6934,3309,19,136.04,96,7
P2554,Product_2554,Supplier D,Miami,8093,4094,14,145.11,400,13
P2555,Product_2555,Supplier D,Los Angeles,6697,4836,6,143.92,690,11
P2556,Product_2556,Supplier B,Chicago,6099,3508,18,73.98,334,9
P2557,Product_2557,Supplier D,Houston,9182,1106,27,497.68,925,5
P2558,Product_2558,Supplier D,Los Angeles,9264,762,7,358.63,195,10
P2559,Product_2559,Supplier D,Miami,6499,105,3,85.19,807,5
P2560,Product_2560,Supplier B,Chicago,1686,1568,14,137.29,905,2
P2561,Product_2561,Supplier D,Los Angeles,3563,4878,10,432.48,363,7
P2562,Product_2562,Supplier A,Chicago,3557,3910,13,435.64,766,11
P2563,Product_2563,Supplier C,Miami,2705,2407,2,408.88,560,8
P2564,Product_2564,Supplier B,Chicago,6276,1924,6,170.0,873,14
P2565,Product_2565,Supplier C,Miami,4700,3612,19,251.14,838,10
P2566,Product_2566,Supplier B,Chicago,909,2252,4,245.26,452,11
P2567,Product_2567,Supplier A,New York,1531,2422,2,341.57,210,3
P2568,Product_2568,Supplier B,Los Angeles,2061,331,26,226.54,206,13
P2569,Product_2569,Supplier B,Houston,9536,2196,6,157.24,93,5
P2570,Product_2570,Supplier D,New York,4720,1390,19,248.15,510,15
P2571,Product_2571,Supplier B,New York,8597,1872,9,217.05,719,4
P2572,Product_2572,Supplier A,Los Angeles,3292,2784,14,421.22,330,10
P2573,Product_2573,Supplier D,Houston,6967,2239,26,92.5,128,13
P2574,Product_2574,Supplier C,Houston,5453,2275,12,462.87,661,11
P2575,Product_2575,Supplier B,New York,2047,3576,22,420.5,861,15
P2576,Product_2576,Supplier A,Chicago,240,3382,24,444.73,641,12
P2577,Product_2577,Supplier A,Chicago,4777,3980,21,487.46,847,8
P2578,Product_2578,Supplier A,Los Angeles,3128,4118,6,381.77,197,13
P2579,Product_2579,Supplier D,Los Angeles,8986,3685,4,126.05,735,12
P2580,Product_2580,Supplier D,New York,9052,2833,8,386.07,565,13
P2581,Product_2581,Supplier A,Houston,2635,1240,5,87.03,835,9
P2582,Product_2582,Supplier B,Los Angeles,471,4596,7,141.51,757,15
P2583,Product_2583,Supplier C,New York,2521,1789,14,297.82,566,13
P2584,Product_2584,Supplier B,Miami,7949,899,4,303.25,908,1
P2585,Product_2585,Supplier C,Houston,4591,1887,10,165.14,328,7
P2586,Product_2586,Supplier C,Chicago,928,878,10,233.95,817,7
P2587,Product_2587,Supplier B,Los Angeles,4239,3745,24,51.9,560,2
P2588,Product_2588,Supplier A,Miami,6493,179,23,253.59,713,12
P2589,Product_2589,Supplier C,New York,3391,4256,18,120.39,857,3
P2590,Product_2590,Supplier D,Houston,5561,553,12,401.79,343,11
P2591,Product_2591,Supplier C,Chicago,362,3896,8,130.55,658,3
P2592,Product_2592,Supplier A,New York,1296,3050,27,307.35,414,2
P2593,Product_2593,Supplier D,New York,7516,3825,27,112.4,445,14
P2594,Product_2594,Supplier C,Chicago,2391,3024,15,66.01,228,14
P2595,Product_2595,Supplier D,Chicago,6755,1994,6,172.35,403,9
P2596,Product_2596,Supplier A,Los Angeles,3538,1079,26,227.34,100,2
P2597,Product_2597,Supplier A,Los Angeles,1667,3326,28,227.44,291,10
P2598,Product_2598,Supplier B,Miami,4980,3468,4,105.87,778,14
P2599,Product_2599,Supplier B,New York,3892,2261,4,255.88,496,7
P2600,Product_2600,Supplier A,New York,5829,2883,20,335.41,552,4
P2601,Product_2601,Supplier D,Miami,8982,4917,8,422.48,820,15
P2602,Product_2602,Supplier C,Miami,2444,2412,18,121.03,227,6
P2603,Product_2603,Supplier C,Los Angeles,7618,3596,14,280.54,504,7
P2604,Product_2604,Supplier A,Chicago,1312,2208,14,211.38,658,6
P2605,Product_2605,Supplier C,New York,4382,4912,13,51.69,386,15
P2606,Product_2606,Supplier B,Los Angeles,6858,4880,2,104.58,864,7
P2607,Product_2607,Supplier B,Houston,3805,4578,27,379.23,523,10
P2608,Product_2608,Supplier A,New York,6638,3521,2,342.34,943,1
P2609,Product_2609,Supplier D,Miami,3339,3245,26,277.69,148,13
P2610,Product_2610,Supplier B,Los Angeles,2111,1424,29,235.94,960,7
P2611,Product_2611,Supplier A,New York,2588,1557,20,234.1,508,13
P2612,Product_2612,Supplier A,Miami,6737,4154,17,487.25,897,10
P2613,Product_2613,Supplier D,Los Angeles,2495,1303,20,229.97,330,7
P2614,Product_2614,Supplier D,Los Angeles,6419,633,29,54.85,504,4
P2615,Product_2615,Supplier A,New York,2384,2049,16,209.48,276,6
P2616,Product_2616,Supplier B,New York,8646,1321,24,377.23,595,9
P2617,Product_2617,Supplier A,Chicago,6828,3016,23,118.83,785,5
P2618,Product_2618,Supplier A,Houston,512,2938,21,313.39,374,2
P2619,Product_2619,Supplier D,New York,7864,697,15,348.35,682,6
P2620,Product_2620,Supplier C,New York,6094,1150,4,136.32,720,2
P2621,Product_2621,Supplier C,Miami,6371,646,6,188.15,715,7
P2622,Product_2622,Supplier B,Chicago,494,1958,2,219.45,746,4
P2623,Product_2623,Supplier C,Chicago,1839,3213,30,77.82,997,13
P2624,Product_2624,Supplier A,Houston,5267,4107,23,55.11,451,3
P2625,Product_2625,Supplier C,Houston,8353,1358,17,172.52,355,10
P2626,Product_2626,Supplier C,Miami,5150,2729,21,396.8,830,14
P2627,Product_2627,Supplier D,Los Angeles,3889,4493,29,381.38,591,3
P2628,Product_2628,Supplier B,Chicago,8208,3753,30,389.19,555,12
P2629,Product_2629,Supplier C,Los Angeles,9482,3076,23,74.71,326,8
P2630,Product_2630,Supplier A,Los Angeles,7029,3912,7,329.92,562,6
P2631,Product_2631,Supplier A,New York,7209,3298,4,51.73,144,2
P2632,Product_2632,Supplier A,Los Angeles,1391,4577,26,325.58,914,9
P2633,Product_2633,Supplier B,New York,8850,4767,12,318.5,234,13
P2634,Product_2634,Supplier C,Chicago,7880,2788,17,408.29,149,13
P2635,Product_2635,Supplier C,Chicago,6508,3228,27,322.57,230,2
P2636,Product_2636,Supplier B,Los Angeles,8411,770,25,339.74,495,9
P2637,Product_2637,Supplier C,Chicago,2264,4812,28,470.39,445,10
P2638,Product_2638,Supplier C,Miami,7538,434,22,223.3,299,3
P2639,Product_2639,Supplier C,Los Angeles,1106,2030,5,235.46,664,2
P2640,Product_2640,Supplier A,Los Angeles,1576,2933,15,440.4,87,15
P2641,Product_2641,Supplier C,Houston,3079,4212,18,282.17,633,2
P2642,Product_2642,Supplier A,Los Angeles,8544,1419,24,159.44,106,4
P2643,Product_2643,Supplier D,Miami,8493,2595,17,265.56,385,8
P2644,Product_2644,Supplier A,Miami,2084,682,4,432.71,483,8
P2645,Product_2645,Supplier A,New York,1632,3112,7,291.68,870,11
